complaint_nbr,hearing_nbr,final_order_date,discipline_nbr,discipline_imposed,statute,discipline_start_date,discipline_end_date,discipline_satisfied_date,discipline_comments,row_revision,creation_user_code,creation_datetime,update_user_code,update_datetime,id
16210,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5464
16573,578,2/5/2001,1,None,,,,,Dismissed letter of denial based on the Respondent withdrawing his application for correctional officer certification which was deficient for lack of Physicians Assessment and Affidavit of Applicant.,,,,,,5564
12509,577,2/5/2001,1,VR,7,2/5/2001,,,,,,,,,4432
12147,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,4306
16189,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5451
15274,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5206
15422,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5236
16304,577,2/5/2001,1,VR,7,2/5/2001,,,,,,,,,5495
15692,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5298
16491,577,2/5/2001,1,Sus/Pr,7,2/20/2001,8/19/2001,8/27/2001,retro susp 7/9/00 and 7/10/00. as a condition of probation must provide staff with proof of successful completin of all mental health counseling as recommended by employing agency.  must provide proof of completion of a course in ethics training,,,,,,5543
16306,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5496
16837,577,2/5/2001,1,DN,7,,,,,,,,,,5646
11471,577,2/5/2001,1,VR,7,,,,,,,,,,4043
15969,577,2/5/2001,1,VR,7,,,,,,,,,,5384
16536,577,2/5/2001,1,VR,4,,,,,,,,,,5553
14786,577,2/5/2001,1,VR,7,,,,,,,,,,5078
16351,577,2/5/2001,1,VR,4,,,,instructor certification,,,,,,5505
16450,577,2/5/2001,1,VR,4,,,,,,,,,,5532
16448,577,2/5/2001,1,VR,7,,,,,,,,,,5531
14951,577,2/5/2001,1,Rev,4,,,,,,,,,,5123
15284,577,2/5/2001,1,Rev,4,,,,,,,,,,5210
15772,577,2/5/2001,1,Rev,4,,,,,,,,,,5326
14903,577,2/7/2001,1,Rev,4,,,,,,,,,,5106
15979,577,2/5/2001,1,Rev,7,,,,,,,,,,5389
14122,577,2/5/2001,1,Rev,7,,,,,,,,,,4898
14960,577,2/5/2001,1,Rev,7,,,,,,,,,,5125
16599,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5573
14915,577,2/5/2001,1,VR,7,2/5/2001,,,,,,,,,5109
15693,577,2/5/2001,1,VR,4,2/5/2001,,,,,,,,,5299
16422,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5523
15736,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5316
16568,578,2/5/2001,1,DI,,2/5/2001,,,,,,,,,5562
16317,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5499
16552,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5558
16050,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5406
14349,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,4957
16329,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5502
9471,578,2/5/2001,1,None,,2/5/2001,,,Vacated the Final Order of revocation.,,,,,,3215
16258,577,2/5/2001,1,VR,4,2/5/2001,,,,,,,,,5479
16201,577,2/5/2001,1,VR,4,2/5/2001,,,,,,,,,5459
16191,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5453
15805,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5334
16061,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5410
15965,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5382
14997,577,2/5/2001,1,Rev,4,2/5/2001,,,,,,,,,5138
16483,577,2/5/2001,1,Rev,P,2/5/2001,,,,,,,,,5541
15820,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5343
15991,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5392
16576,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5566
15925,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5367
16307,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5497
16030,577,2/5/2001,1,Rev,7,2/5/2001,,,,,,,,,5402
15210,578,2/13/2001,1,Rev,7,2/13/2001,,,,,,,,,5193
15573,577,2/5/2001,1,Rev,7,2/1/2001,,,,,,,,,5271
16809,579,5/7/2001,1,DN,7,5/7/2001,,,,,,,,,5639
17026,579,5/7/2001,1,PR,7,5/22/2001,11/21/2001,11/21/2001,"10 day retroactive suspension from November 1 to November 10, 2000.  Ethics training by 10/21/01",,,,,,5693
15330,579,5/7/2001,1,Rev,7,5/7/2001,,,,,,,,,5215
11337,579,5/22/2001,1,Rev,7,,,,,,,,,,4004
16888,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5662
16712,581,8/13/2001,1,Rev,4,,,,,,,,,,5604
16648,581,8/13/2001,1,Rev,7,,,,,,,,,,5585
16294,581,8/13/2001,1,DI,,,,,,,,,,,5490
17447,581,8/13/2001,1,DN,4,,,,,,,,,,5827
16135,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5430
16613,581,8/13/2001,1,Sus/Pr,7,8/28/2001,2/27/2002,,anger management counseling,,,,,,5576
16868,581,8/13/2001,1,Rev,4,,,,,,,,,,5657
14984,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5132
16642,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5583
17050,581,8/13/2001,1,DN,7,,,,denial of instrustor certification due to deficiency,,,,,,5708
16875,581,8/13/2001,1,PR,7,8/28/2001,8/28/2002,,with Firearms Training within the first ten months of probation (by 06/28/02). Firearms Training completed on 04-11-02.,,,,,,5660
15150,581,8/13/2001,1,Rev,7,,,,,,,,,,5174
14805,581,8/13/2001,1,Rev,4,,,,,,,,,,5083
17046,581,8/13/2001,1,Rev,7,,,,,,,,,,5704
15808,581,8/13/2001,1,PR,7,8/28/2001,8/28/2002,5/2/2002,Retroactive suspension from 08/09/01 till 08/09/00; one year probation from 08/28/01 till 08/28/02; complete anger management counseling,,,,,,5337
17205,581,8/13/2001,1,DN,7,,,,instructor certification denied due to no proof of internship,,,,,,5765
16452,581,8/13/2001,1,Rev,P,,,,,,,,,,5533
16681,581,8/13/2001,1,PR,7,8/28/2001,2/27/2002,2/27/2002,"Six months retroactive suspension from July 26, 2000 to January 26, 2001.  Six months probation beginning fifteen days following entry of a final order.  As a condition of probation, enter into and provide Staff with proof of successful completion of anger management counseling.",,,,,,5591
16798,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5633
16898,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5667
15696,581,8/13/2001,1,Sus/Pr,7,8/30/1999,8/27/2002,8/27/2002,"2 year suspension from 8-30-99 thru 8-29-01,  1 year probationfrom 8-28-01 through 8-27-02.Successful completion of anger management counseling during first 10 months of probation.",,,,,,5301
16198,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5457
17053,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5710
13355,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,4735
17021,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5692
17070,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5719
16223,581,8/13/2001,1,Sus/Pr,7,8/28/2001,2/27/2002,2/27/2002,"6 months retroactive suspension, 6 months probation. ethics training",,,,,,5470
17069,581,8/13/2001,1,VR,4,8/13/2001,,,,,,,,,5718
16913,581,8/13/2001,1,PR,7,8/28/2001,2/27/2002,2/27/2002,,,,,,,5670
14117,581,8/13/2001,1,VR,7,,,,,,,,,,4893
17041,581,8/13/2001,1,Sus/Pr,7,8/28/2001,11/22/2001,11/28/2001,ethics training.  suspension served 5/27/01 and 5/28/01,,,,,,5701
17047,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5705
16708,581,8/13/2001,1,DI,7,,,,,,,,,,5603
16614,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5577
15680,581,8/13/2001,1,VR,4,8/13/2001,,,,,,,,,5290
14991,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5134
15544,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5265
15176,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5183
16508,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5546
16574,579,5/7/2001,1,Rev,7,,,,,,,,,,5565
16205,579,5/7/2001,1,Rev,4,,,,,,,,,,5462
16202,579,5/7/2001,1,Rev,4,5/7/2001,,,,,,,,,5460
16539,579,5/7/2001,1,Rev,P,5/7/2001,,,,,,,,,5554
12893,579,5/7/2001,1,Rev,4,,,,,,,,,,4574
16996,579,5/7/2001,1,VR,,5/7/2001,,,"of General and Firearms Instructor Certification issued in error due to Roger D. Fields', Case #16997, submitting a falsified Application for Certification for Taylor.",,,,,,5685
16387,579,5/7/2001,1,DN,,5/7/2001,,,law enforcement certification due to not having the seven panel drug screen and Affidavit of Applicant.,,,,,,5515
15903,579,5/7/2001,1,Rev,4,5/7/2001,,,,,,,,,5360
16221,579,5/7/2001,1,Rev,7,5/7/2001,,,,,,,,,5469
16407,579,5/7/2001,1,VR,7,,,,,,,,,,5520
16109,579,5/7/2001,1,VR,4,,,,,,,,,,5426
14879,579,5/7/2001,1,VR,4,,,,,,,,,,5099
16835,579,5/7/2001,1,VR,7,,,,,,,,,,5644
16718,581,8/13/2001,1,Rev,7,,,,,,,,,,5607
16159,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5438
16943,581,8/13/2001,1,Rev,4,,,,,,,,,,5674
15921,581,8/13/2001,1,Sus/Pr,7,8/28/2001,8/27/2002,,1 year retro suspension from 2-9-00 until 2-8-01.  1 year probation with ethics and anger management.,,,,,,5365
17058,581,8/13/2001,1,Rev,7,,,,,,,,,,5712
16612,581,8/13/2001,1,PR,7,8/28/2001,8/27/2002,,alcohol abuse counseling,,,,,,5575
16832,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5643
15403,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5234
16856,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5653
16893,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5664
15962,581,8/13/2001,1,None,7,,,,Administrative Complaint Dismissed.,,,,,,5380
16166,581,8/13/2001,1,Sus/Pr,7,8/28/2001,8/28/2002,8/28/2002,Retroactive suspension from 08/09/01 till 08/09/01; one year probation from 08/28/01 till 08/28/01; anger management counseling,,,,,,5441
15638,581,8/13/2001,1,Rev,4,,,,,,,,,,5281
16517,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5548
17245,581,8/13/2001,1,DN,7,8/13/2001,,,,,,,,,5781
17198,581,8/13/2001,1,DN,7,,,,denied instructor certification due to no proof of internship,,,,,,5759
15756,581,8/13/2001,1,VR,4,8/13/2001,,,,,,,,,5322
15721,581,8/13/2001,1,Sus/Pr,7,8/28/2001,8/27/2002,8/27/2002,retroactive suspension 8/31/99-7/31/00. proactive suspension 8/28/01-9/27/01.  ethics training,,,,,,5307
17049,581,8/13/2001,1,VR,4,8/13/2001,,,,,,,,,5707
16401,581,8/13/2001,1,Rev,7,8/13/2001,,,,,,,,,5519
16187,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5449
16218,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5467
14936,581,8/13/2001,1,Rev,4,8/13/2001,,,,,,,,,5117
17331,583,11/6/2001,1,Rev,P,11/6/2001,,,,,,,,,5806
16897,583,11/6/2001,1,PR,7,11/21/2001,11/20/2002,11/20/2002,Retro suspension 11-1-00 to 1-31-01.Phychological fitness for duty exam.No contact with victims.,,,,,,5666
12690,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,4503
15973,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5386
17267,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5788
17033,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5696
16112,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5428
15724,583,11/6/2001,1,VR,4,11/6/2001,,,,,,,,,5308
13836,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,4829
17500,583,11/6/2001,1,Rev,7,11/7/2001,,,,,,,,,5843
17121,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5738
17320,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5801
17619,583,11/6/2001,1,VR,4,11/6/2001,,,,,,,,,5880
17206,583,11/6/2001,2,DN,B,,,,,,,,,,5766
9541,583,11/6/2001,1,DI,7,,,,,,,,,,3257
17538,583,11/6/2001,1,VR,7,,,,,,,,,,5857
17212,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5768
16586,583,11/6/2001,1,VR,4,11/6/2001,,,,,,,,,5569
17318,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5799
16379,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5511
17456,583,11/6/2001,1,Rev,7,,,,,,,,,,5832
16252,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5478
16623,583,11/6/2001,1,VR,7,,,,,,,,,,5579
17325,575,11/6/2001,1,VR,7,,,,,,,,,,5804
16139,583,11/6/2001,1,Rev,7,,,,,,,,,,5432
17134,583,11/6/2001,1,Sus/Pr,7,11/21/2001,11/21/2002,,,,,,,,5743
17124,583,11/6/2001,1,VR,7,,,,,,,,,,5740
15520,583,11/6/2001,1,PR,7,11/21/2001,11/20/2002,11/20/2002,,,,,,,5262
17101,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5733
15703,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5303
17238,583,11/6/2001,1,None,B,,,,,,,,,,5780
16696,583,11/6/2001,1,VR,4,11/6/2001,,,,,,,,,5595
16999,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5687
16237,583,11/6/2001,1,None,7,,,,,,,,,,5475
12636,583,11/6/2001,1,None,7,,,,,,,,,,4482
16759,583,11/6/2001,1,None,7,,,,,,,,,,5622
17347,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5808
16631,583,11/6/2001,2,PR,7,11/21/2001,11/20/2002,11/20/2002,Provide proof of successful completion of drug substance abuse counseling with state-licensed mental health professional within first ten months of probation period.,,,,,,5581
14908,583,11/7/2001,1,Rev,4,11/6/2001,,,,,,,,,5107
15730,583,11/6/2001,1,VR,4,11/6/2001,,,,,,,,,5310
17297,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5795
17519,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5850
17219,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5771
16909,583,11/6/2001,1,PR,7,11/20/2001,11/20/2003,,"five day retro-active suspension between 11-08-00 and 11-15-00, plus Ethics Training by 05-20-02.  Per AGC Phil Lindley on 1-7-02, accept the Ethics Training done on 6-19-00, as it occurred after the incident.",,,,,,5669
17095,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5729
12616,583,11/6/2001,1,VR,4,11/6/2001,,,,,,,,,4474
14554,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5015
17226,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5776
16263,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5481
15077,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,5155
17092,583,11/6/2001,1,Rev,7,,,,,,,,,,5727
15056,583,11/6/2001,1,Rev,4,,,,,,,,,,5152
17196,583,11/6/2001,1,Rev,7,,,,,,,,,,5758
17038,583,11/6/2001,1,Rev,4,,,,,,,,,,5699
17274,583,11/6/2001,1,Rev,7,,,,,,,,,,5791
14184,583,11/6/2001,1,Rev,7,,,,,,,,,,4921
16323,583,11/6/2001,1,Rev,4,,,,,,,,,,5501
16550,583,11/6/2001,1,Rev,4,,,,,,,,,,5557
17201,583,11/6/2001,1,DN,B,11/6/2001,,,Instructor certification denied for failure to serve an internship.,,,,,,5761
16453,583,11/6/2001,1,Rev,7,,,,,,,,,,5534
17203,583,11/6/2001,1,DN,B,11/6/2001,,,Denied Instructor certification for failure to serve an internship.,,,,,,5763
16692,583,11/6/2001,1,VR,4,,,,,,,,,,5593
17031,583,11/6/2001,1,Rev,7,,,,,,,,,,5695
16363,583,11/6/2001,1,Rev,4,,,,,,,,,,5507
16954,583,11/6/2001,1,Rev,4,,,,,,,,,,5676
17630,583,11/6/2001,1,VR,7,,,,,,,,,,5884
15189,583,11/6/2001,1,VR,7,,,,,,,,,,5187
13316,583,11/6/2001,1,VR,7,,,,,,,,,,4730
17498,583,11/6/2001,1,VR,7,,,,,,,,,,5842
17606,583,11/6/2001,1,VR,7,,,,,,,,,,5877
16817,581,8/13/2001,1,VR,7,8/13/2001,,,,,,,,,5642
16369,581,8/13/2001,1,PR,7,8/28/2001,8/27/2002,8/27/2002,,,,,,,5508
17204,581,8/13/2001,1,DN,B,8/13/2001,,,,,,,,,5764
17863,23,11/2/1992,1,Rev,4,,,,,,,,,,5949
17864,299,3/15/1994,1,DN,7,,,,,,,,,,5950
17871,150,1/14/1985,1,Rev,4,,,,,,,,,,5951
15392,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5230
17155,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5753
17221,583,11/6/2001,1,DN,7,11/6/2001,,,,,,,,,5773
16803,583,11/6/2001,1,Rev,7,11/6/2001,,,,,,,,,5636
17096,583,11/6/2001,1,PR,7,11/21/2001,,,Proof of completion of court-ordered DUI school or alcohol counseling.,,,,,,5730
17202,583,11/6/2001,1,DN,B,11/6/2001,,,Instructor Application ONLY,,,,,,5762
16458,583,11/6/2001,1,Sus/Pr,7,11/21/2001,,,"20 days retrosuspension, 1 year probation with anger management counseling and ethics.",,,,,,5535
16187,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5450
17136,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5745
14750,583,11/6/2001,1,PR,7,11/21/2001,,,1 year with Substance Abuse Counseling,,,,,,5067
17333,583,11/6/2001,1,DI,P,,,,,,,,,,5807
17215,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5769
17010,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5690
17576,583,11/6/2001,1,VR,7,11/6/2001,,,,,,,,,5866
14157,583,11/6/2001,1,Rev,4,11/6/2001,,,,,,,,,4914
17087,583,11/6/2001,1,Rev,7,,,,,,,,,,5725
17490,583,11/6/2001,1,None,7,,,,Administrative Complaint dismissed.,,,,,,5838
16841,583,11/6/2001,1,VR,7,,,,,,,,,,5649
17601,596,2/11/2002,1,Rev,7,2/11/2002,,,,,,,,,5875
16478,596,2/11/2002,1,PR,7,2/26/2002,2/26/2003,,,,,,,,5539
17271,596,2/11/2002,1,VR,7,2/11/2002,,,,,,,,,5790
17660,596,2/11/2002,1,Rev,7,2/11/2002,,,,,,,,,5891
17927,596,2/12/2002,1,Rev,7,2/12/2002,,,,,,,,,5964
17085,596,2/12/2002,1,DI,7,,,,,,,,,,5723
17674,596,2/12/2002,1,DN,B,2/12/2002,,,,,,,,,5896
15798,596,2/12/2002,1,Rev,7,2/12/2002,,,,,,,,,5332
16108,596,2/12/2002,1,Rev,4,2/12/2002,,,,,,,,,5425
15863,596,2/12/2002,1,Rev,7,2/12/2002,,,,,,,,,5355
17656,596,2/12/2002,1,VR,7,2/12/2002,,,,,,,,,5889
16941,596,2/12/2002,1,Rev,7,2/12/2002,,,,,,,,,5673
17559,596,2/12/2002,1,VR,7,2/12/2002,,,,,,,,,5860
15731,596,2/12/2002,1,VR,7,2/12/2002,,,,,,,,,5311
16812,596,2/12/2002,1,Rev,7,2/12/2002,,,,,,,,,5641
16472,596,2/12/2002,1,VR,4,2/12/2002,,,,,,,,,5538
18049,596,2/12/2002,1,DI,,2/12/2002,,,,,,,,,6008
17268,596,2/13/2002,1,Rev,P,,,,,,,,,,5789
16937,596,2/13/2002,1,SP,7,2/28/2002,8/27/2002,8/27/2002,must provide proof of training in the use of force,,,,,,5672
17469,596,2/13/2002,1,VR,7,,,,,,,,,,5837
17322,596,2/13/2002,1,Rev,4,,,,,,,,,,5802
17662,596,2/13/2002,1,Rev,P,,,,,,,,,,5892
14120,596,2/13/2002,1,Sus/Pr,7,2/28/2002,2/27/2004,2/27/2004,anger management counseling,,,,,,4896
15228,596,2/13/2002,1,Rev,7,,,,,,,,,,5196
17248,596,2/13/2002,1,Rev,7,,,,,,,,,,5783
13623,596,2/13/2002,1,Rev,4,,,,,,,,,,4783
17602,596,2/13/2002,1,VR,7,,,,,,,,,,5876
16226,596,2/13/2002,1,VR,4,,,,,,,,,,5471
15021,596,2/13/2002,2,PR,7,2/28/2002,8/28/2002,,"Retroactive suspension from 04/29/99 to 04/30/00, 6 months probation, successfully complete a course in ethics.",,,,,,5142
16534,596,2/13/2002,1,Rev,4,,,,,,,,,,5552
15970,596,2/13/2002,1,Rev,4,,,,,,,,,,5385
17067,596,2/21/2002,1,VR,7,,,,,,,,,,5717
17666,596,2/21/2002,1,None,,,,,was a request for reconsideration for certification.  request granted,,,,,,5894
15684,611,5/7/2002,1,Sus/Pr,7,5/23/2002,5/22/2003,,5 days suspension and 1 year probation.  Suspension to be served within the first 3 months of probation with the dates to be determined by the employing agency.  Completion of anger management counseling during the period of probation.,,,,,,5294
16362,611,5/8/2002,1,Rev,4,5/8/2002,,5/8/2002,,,,,,,5506
18037,611,5/8/2002,1,Rev,7,,,,,,,,,,6005
17195,611,5/8/2002,1,Rev,7,,,,,,,,,,5757
15867,611,5/8/2002,1,Rev,7,5/8/2002,,,,,,,,,5356
15804,611,5/8/2002,1,VR,7,5/8/2002,,5/8/2002,,,,,,,5333
17039,611,5/8/2002,1,VR,4,5/8/2002,,5/8/2002,,,,,,,5700
18012,611,5/8/2002,1,Rev,7,,,,,,,,,,5996
16956,611,5/8/2002,1,Rev,7,,,,,,,,,,5677
16271,611,5/8/2002,1,Rev,7,5/8/2002,,,,,,,,,5483
17015,611,5/8/2002,1,Rev,7,,,,,,,,,,5691
17782,611,5/8/2002,1,VR,7,5/8/2002,,,,,,,,,5935
18005,611,5/8/2002,1,Rev,4,5/8/2002,,,,,,,,,5995
17719,611,5/8/2002,1,Rev,7,5/8/2002,,5/8/2002,,,,,,,5908
17426,611,5/8/2002,1,VR,7,,,,,,,,,,5822
16400,611,5/8/2002,1,VR,7,5/8/2002,,5/8/2002,,,,,,,5518
17836,611,5/8/2002,1,VR,4,,,,,,,,,,5944
17909,611,5/8/2002,1,DN,,,,,,,,,,,5960
17655,611,5/8/2002,1,Rev,4,5/8/2002,,5/8/2002,,,,,,,5888
18028,611,5/8/2002,1,Rev,7,5/8/2002,,5/8/2002,,,,,,,6001
16894,611,5/16/2002,1,Rev,7,5/16/2002,,5/16/2002,,,,,,,5665
16769,611,5/16/2002,1,VR,4,,,,,,,,,,5627
17748,611,5/16/2002,1,PR,7,5/31/2002,5/31/2003,,"Probation for l year, no training or counseling requirements",,,,,,5919
16946,581,8/13/2001,1,PR,7,8/28/2001,2/27/2002,5/16/2002,,,,,,,5675
16773,600,8/13/2002,1,None,7,,,,Dismissed the Administrative Complaint,,,,,,5628
17263,600,8/13/2002,1,Rev,7,8/13/2002,,,,,,,,,5787
15177,600,8/13/2002,1,Rev,4,8/13/2002,,,,,,,,,5184
17057,600,8/13/2002,1,Rev,4,,,,,,,,,,5711
18104,600,8/13/2002,1,DI,,,,,Letter of Denial Dismissed,,,,,,6033
18024,600,8/13/2002,1,VR,4,8/13/2002,,,,,,,,,6000
18080,600,8/13/2002,1,Rev,7,,,,,,,,,,6021
17932,600,8/13/2002,1,Rev,7,8/13/2002,,,,,,,,,5968
14518,600,8/13/2002,1,VR,7,8/13/2002,,,,,,,,,5002
16732,600,8/13/2002,1,VR,7,,,,,,,,,,5610
17422,600,8/13/2002,1,Rev,4,8/13/2002,,,,,,,,,5821
16092,600,8/13/2002,1,Rev,7,,,,,,,,,,5419
18344,600,8/13/2002,1,VR,7,8/13/2002,,,,,,,,,6120
18128,600,8/13/2002,1,VR,7,8/13/2002,,,,,,,,,6040
15016,600,8/13/2002,1,PR,7,8/26/2002,8/26/2004,,Retroactive suspension from 05/02/00 through 11/01/01; 2 years probation from 08/26/02 till 08/26/04; Ethics training,,,,,,5141
18042,600,8/13/2002,1,None,7,,,,,,,,,,6006
17936,600,8/13/2002,1,VR,7,,,,,,,,,,5972
17293,600,8/13/2002,1,Rev,4,,,,,,,,,,5793
18191,600,8/13/2002,1,VR,4,8/13/2002,,,,,,,,,6060
17122,600,8/13/2002,1,Rev,7,8/13/2002,,,,,,,,,5739
16150,600,8/13/2002,1,Rev,4,8/13/2002,,,,,,,,,5435
18157,600,8/13/2002,1,Rev,P,,,8/13/2002,,,,,,,6050
18299,600,8/13/2002,1,VR,7,,,8/13/2002,,,,,,,6097
16901,600,8/13/2002,1,Rev,7,8/13/2002,,,,,,,,,5668
18051,600,8/13/2002,1,PR,7,8/26/2002,8/26/2003,,Monthly attendance at AA meetings and provide documentation of attendance,,,,,,6009
17199,600,8/13/2002,1,DI,,,,,Dismissed request for Instructor certification,,,,,,5760
17135,583,11/6/2001,1,VR,7,,,,,,,,,,5744
16386,583,11/6/2001,1,DI,7,,,,respondent deceased,,,,,,5514
16416,583,11/6/2001,1,DI,7,,,,respondent deceased,,,,,,5521
15011,583,11/6/2001,1,DI,,,,,respondent passed state exam and met requirements for certification.,,,,,,5139
15746,583,11/6/2001,1,DI,7,,,,,,,,,,5319
16110,583,11/6/2001,1,VR,7,,,,,,,,,,5427
17397,583,11/6/2001,1,Sus/Pr,7,11/21/2001,5/20/2002,10/21/2002,retroactive suspension.  ethics training.  respondent had difficulty in finding ethics class.  We were finally able to find a class being offered in the law enforcement discipline.,,,,,,5817
17413,583,11/6/2001,1,PR,7,11/21/2001,5/20/2002,10/21/2002,Respondent had difficulty obtaining ethics training.  We were able to obtain an ethics class offered in the law enforcement discipline.,,,,,,5820
16499,583,11/6/2001,1,Sus/Pr,7,11/21/2001,5/20/2002,5/20/2002,retroactive suspension,,,,,,5544
16983,583,11/19/2001,1,Rev,7,11/19/2001,,,,,,,,,5682
17044,583,11/19/2001,1,Rev,7,11/19/2001,,,,,,,,,5703
16585,583,11/19/2001,1,Rev,,11/19/2001,,,,,,,,,5568
17086,583,11/19/2001,1,Rev,7,,,,,,,,,,5724
17077,583,11/19/2001,1,Rev,7,,,,,,,,,,5721
17759,583,11/19/2001,1,Rep,7,,,,,,,,,,5922
17768,583,11/19/2001,1,Rep,7,,,,,,,,,,5930
17765,583,11/19/2001,1,Rep,7,,,,,,,,,,5928
17762,583,11/19/2001,1,Rep,7,,,,,,,,,,5925
17761,583,11/19/2001,1,Rep,7,,,,,,,,,,5924
17763,583,11/19/2001,1,Rep,7,,,,,,,,,,5926
17764,583,11/19/2001,1,Rep,7,,,,,,,,,,5927
17769,583,11/19/2001,1,Rep,7,,,,,,,,,,5931
17760,583,11/19/2001,1,Rep,7,,,,,,,,,,5923
16100,583,11/19/2001,1,Rev,7,11/19/2001,,,,,,,,,5422
17690,596,2/11/2002,1,Rev,7,2/11/2002,,,,,,,,,5898
13559,596,2/11/2002,1,Rev,7,2/11/2002,,,,,,,,,4769
15214,596,2/11/2002,1,Rev,4,2/11/2002,,,,,,,,,5195
14957,596,2/12/2002,1,Rev,4,2/12/2002,,,,,,,,,5124
16987,596,2/12/2002,1,Rev,7,2/12/2002,,,,,,,,,5684
